id,captions
96325,"['a close up of a person wearing a shirt and tie', 'a close up of a person wearing a suit and tie', 'a close up of a man wearing a shirt and tie', 'a man with a beard wearing a shirt and tie', 'a man with a beard wearing a gray shirt and tie']"
63804,"['a black and white photo of a city skyline', 'a black and white image of a city skyline', 'a black and white picture of a city skyline', 'a black and white photo of a city skyline with a tower', 'a black and white photo of a city skyline with a train']"
3128,"['a little boy that is standing in the dirt', 'a little boy that is standing next to a fence', 'a little boy standing in front of a fence', 'a young boy standing next to a wooden fence', 'a little boy that is standing in the dirt near a fence']"
52401,"['a woman is holding a pair of scissors', 'a close up of a person holding an umbrella', 'a close up of a person cutting a piece of luggage', 'a close up of a person holding a large pair of scissors', 'a close up of a person cutting a piece of paper']"
3896,"['a black and white picture of a man in a shirt', 'a black and white photo of a man with a beard', 'a black and white picture of a man with a beard', 'a black and white picture of a man with a beard in the background', 'a black and white picture of a man with a beard in a shirt']"
82436,"['a city street filled with neon signs', 'a city street filled with lots of neon signs', 'a bunch of signs hanging from a building', 'a bunch of signs hanging from buildings in a city', 'a bunch of signs hanging from buildings in the city']"
49021,"['a woman wearing a white shirt and tie', 'a woman wearing a white shirt and black shorts', 'a woman wearing a white shirt and black pants', 'a woman in a white shirt and black hair', 'a woman in a white shirt is making a face']"
46312,"['a man standing next to two brown dogs', 'a man standing next to a brown dog', 'a man standing next to a dog on a beach', 'a man standing next to two dogs on a beach', 'a man standing next to a dog on a sidewalk']"
64825,"['a man wearing sunglasses and a pair of sunglasses', 'a man wearing sunglasses and a purple shirt', 'a close up of a person wearing sunglasses and a shirt', 'a close up of a person wearing sunglasses and a tie', 'a close up of a person wearing a shirt and sunglasses']"
13475,"['a group of men dressed in costumes', 'two men dressed in costumes standing next to each other', 'two men dressed in costumes standing on the street', 'a group of men dressed in costumes and hats', 'two men dressed in costumes standing on a sidewalk']"
63192,"['a close up of a cat laying on a rock', 'a cat is laying down on a rock', 'a cat that is laying down on a rock', 'a close up of a cat laying on the ground', 'a close up of a cat laying on its back']"
75928,"['a man that is sitting down with a cellphone', 'a man in a green jacket is looking at something', 'a man that is sitting down with his hands in his hand', 'a man that is sitting down with his hands in his mouth', 'a man sitting at a table with his hands in the air']"
2578,"['a woman standing with a child in front of a building', 'a woman holding a child in front of a building', 'a woman holding a child in front of a window', 'a woman standing with a child in front of a window', 'a woman holding a child in front of a tall building']"
27908,"['a car driving down a road next to a mountain', 'a car driving down a road with mountains in the background', 'a car driving down a road with a mountain in the background', 'a car driving down a road past a mountain', 'a car driving down a road in the mountains']"
48317,"['a man sitting on a couch wearing a cowboy hat', 'a man sitting on a couch wearing a hat', 'a man wearing a cowboy hat sitting on a couch', 'a man wearing a cowboy hat sitting down', 'a man with a hat sitting on a couch']"
36805,"['a group of three men standing next to each other', 'a group of three men standing on top of a field', 'a couple of men standing next to each other on a field', 'a group of three men standing next to each other on a field', 'a couple of men standing next to each other']"
95162,"['a man throwing a frisbee at night time', 'a man throwing a frisbee at a baseball game', 'a blurry image of a man throwing a frisbee', 'a blurry image of a man throwing a baseball', 'a man throwing a frisbee in the air at night']"
71596,"['a couple of men standing next to each other', 'a couple of men standing next to each other in a room', 'a couple of men standing next to each other on a bed', 'a couple of men standing next to each other on a train', 'a couple of men standing next to each other on a bench']"
85371,"['a man holding a baby in his arms', 'a man holds a baby in his arms', 'a man is holding a baby in his arms', 'a man holding a baby in his arms with a woman', 'a man holds a baby in his arms with his hands']"
18246,"['a man in a suit standing in front of a microphone', 'a man in a suit and tie standing at a podium', 'a man in a suit and tie standing next to a wall', 'a man in a suit and tie standing in front of an american flag', 'a man in a suit and tie standing in front of a wall']"
38196,"['a couple of people standing in a kitchen', 'a couple of women standing in a kitchen', 'a couple of people standing in a room', 'a couple of women standing in a kitchen next to each other', 'a couple of women standing in a kitchen next to a stove']"
85417,"['a man and a woman holding glasses of wine', 'a man and a woman drinking wine together', 'a couple of people that are holding wine glasses', 'a couple of people that are holding glasses', 'a man and a woman holding up glasses of wine']"
95604,"['a woman wearing an orange and white dress', 'a woman wearing an orange scarf and holding an umbrella', 'a woman wearing a hat and holding a cell phone', 'a woman wearing an orange scarf and holding a cell phone', 'a woman wearing an orange scarf and holding a cellphone']"
93275,"['a large white bear sitting on top of a bed', 'a large white bear sitting on top of a dirt field', 'a large white bear sitting on top of a couch', 'a white bear laying on the ground in front of a sign', 'a large white bear sitting on top of a dirt ground']"
84709,"['a person sitting on a bed in a room', 'a person sitting on a bed with a pink flower', 'a person sitting on a bed with a cup of some sort', 'a person sitting on a bed with a pink flower in their hand', 'a person sitting on a bed in a room with a blanket']"
67492,"['a man standing in front of a wall', 'a man in grey shirt holding a white frisbee', 'a man standing in a room with his hands up', 'a man standing in front of a wall holding a frisbee', 'a man standing in front of a wall holding his hands up']"
97013,"['a piece of cake sitting on top of a table', 'a close up of a piece of cake on a table', 'a piece of cake sitting on a table', 'a black and white picture of a piece of cake', 'a black and white photo of a piece of cake']"
75096,"['a man making a funny face with a camera', 'a man making a funny face while holding a pair of scissors', 'a man in a yellow vest is talking on a microphone', 'a man making a funny face while holding a camera', 'a man in a yellow shirt is talking on a cellphone']"
91462,"['a woman sitting on a bench talking on a cell phone', 'a man and a woman sitting on a bench', 'a woman sitting on a bench talking on a phone', 'a woman sitting on a bench talking on the phone', 'a man and a woman sitting in front of a building']"
90768,"['a group of men standing next to each other', 'a group of men standing on a sidewalk', 'a group of men standing next to each other on a sidewalk', 'a group of men standing next to each other holding flags', 'a group of men standing next to each other on a street']"
34960,"['a picture of a man with long hair', 'a picture of a man and a woman', 'a man is looking at a picture of a bird', 'a man is looking at a picture of a bear', 'a man is looking at a picture of a tree']"
75082,"['a man holding a piece of paper in his right hand', 'a man holding a piece of paper in his left hand', 'a man holding a piece of paper in his hand', 'a man holding a piece of paper with writing on it', 'a close up of a person holding a piece of paper']"
91476,"['a picture of a man with a baseball glove', 'a man in a baseball uniform holding a glove', 'a picture of a man in a baseball uniform', 'a picture of a man with a baseball glove on', 'a picture of a man in a suit doing a trick']"
28391,"['a man standing next to a blue vase', 'a man standing next to a vase on a table', 'a man in a suit standing next to a vase', 'a man standing next to a blue vase on a table', 'a man standing next to a blue vase on a white table']"
20915,"['an older man wearing a suit and tie', 'a man wearing a suit and tie holding his hands up', 'a man wearing a suit and tie holding his arms up', 'an older man in a business suit with his hands up', 'an older man in a business suit holding his hands up']"
93261,"['a group of young people dressed in costumes', 'a group of young people standing next to each other', 'a group of people standing next to each other', 'a group of people dressed in costumes', 'a group of young men standing next to each other']"
95176,"['a man wearing a purple shirt and black tie', 'a man wearing a blue shirt and a tie', 'a close up of a man wearing a shirt and tie', 'a close up of a man wearing a suit and tie', 'a man in a blue shirt and tie looking at something']"
40987,"['a woman smiling with a bear behind her', 'a woman posing with a bear behind a fence', 'a woman smiling with a bear in front of her', 'a woman holding a teddy bear with a smile', 'a woman posing with a bear in front of her face']"
43256,"['a road sign in front of a grassy field', 'a road sign in front of a field of grass', 'a road sign in front of a large field', 'a red and white street sign in front of a field', 'a road sign in front of a field with a sky background']"
14859,"['a woman standing next to a colorful parrot', 'a woman holding a large colorful parrot', 'a woman holding a parrot next to another woman', 'a woman holding a parrot next to a child', 'a woman holding a parrot next to a young girl']"
80792,"['a beautiful woman laying on top of a bed', 'a woman laying down on a bed in a room', 'a beautiful woman laying on top of a bed next to a wall', 'a woman laying down on a bed with a blanket', 'a beautiful woman laying on top of a bed next to a window']"
91847,"['a man wearing a plaid shirt and tie', 'a man wearing a pink shirt and tie', 'a man wearing a plaid shirt and a tie', 'a man wearing a plaid shirt with a tie', 'a man wearing a plaid shirt with a purple tie']"
65078,"['a smiling young boy with a smile on his face', 'a smiling young man with a smile on his face', 'a smiling man wearing a vest and a tie', 'a smiling young man with a UNK smile on his face', 'a smiling man wearing a vest and a UNK']"
72504,"['a close up of a street sign with a sky background', 'a close up of a street sign with blue and white', 'a close up of a street sign with blue and red', 'a close up of a sign with a blue and white background', 'a red white and blue sign and some blue and white UNK']"
79451,"['a girl is sitting on a mans lap', 'a woman holding a phone up to a mans face', 'a girl is sitting on a chair and holding a phone', 'a girl is sitting on a chair and holding up a phone', 'a girl is sitting on a chair and a man is holding something']"
59781,"['a black and white image of a man with a baseball bat', 'a black and white photo of a man in a suit', 'a black and white photo of a man with a beard', 'a black and white image of a man in a suit and tie', 'a black and white photo of a man in a suit and tie']"
37058,"['a man standing in front of a microphone', 'a man in a tuxedo standing in front of a microphone', 'a man in a suit standing in front of a microphone', 'a man in a suit and bow tie standing at a podium', 'a man in a suit and bow tie standing in front of a screen']"
46879,"['a man talking on a cell phone next to a woman', 'a man sitting next to a woman talking on a cell phone', 'a man talking on a cell phone with a woman behind him', 'a man talking on a cell phone next to a beautiful woman', 'a man and a woman sitting on a couch talking on a cell phone']"
31429,"['a man in a suit standing in front of flags', 'a man in a suit holding a flag', 'a man in a suit standing in front of american flags', 'a man in a suit and tie holding a flag', 'a man in a suit and tie standing in front of flags']"
94081,"['a couple of women sitting next to each other', 'a couple of women sitting next to a motorcycle', 'a man and a woman sitting on a motorcycle', 'a couple of women sitting next to each other on a motorcycle', 'a couple of women sitting next to each other in a building']"
36420,"['a police officer standing in front of a car', 'a police officer standing next to a car', 'a police officer is standing in front of a car', 'a police officer standing in front of a parked car', 'a police officer standing in front of a car door']"
67109,"['a woman is standing in front of a statue', 'a woman standing next to a statue of a man', 'a woman posing in front of a statue of a bear', 'a woman standing in front of a statue of a bear', 'a woman standing in front of a statue of a man']"
7825,"['a painting of a man on a motorcycle', 'a painting of a man riding a motorcycle', 'there is a painting of a man on a motorcycle', 'there is a painting of a man on a bike', 'a painting of a man on a motorcycle and other people']"
61578,"['a girl laying in bed with a teddy bear', 'a little girl laying in bed with a teddy bear', 'a girl laying in bed with a stuffed animal', 'a little girl laying in bed with a stuffed animal', 'a young girl laying in bed with a stuffed animal']"
86491,"['a close up of a person holding a pair of scissors', 'a close up of a person holding a baseball bat', 'a close up of a person holding a bat', 'a close up of a person holding a pair of baseball bats', 'a close up of a person holding a pair of scissors in their hand']"
73168,"['a black and white photo of a clock tower', 'a black and white photo of a large building', 'a black and white photo of a building with a clock', 'a black and white photo of a building and a clock tower', 'a black and white photo of a building with a clock on it']"
69130,"['a man and a woman sitting on a couch', 'a man and a woman are sitting on a couch', 'a man and a woman sitting on a couch together', 'a man and a woman sitting on a couch with a cake', 'a man and a woman sitting on a couch with food']"
38419,"['a young boy holding a cell phone up to his face', 'a little boy that is standing in the grass', 'a young boy holding a cell phone up to his ear', 'a young boy holding a cell phone in his mouth', 'a little boy that is standing up with a cell phone']"
10395,"['a brown and white dog standing next to a wall', 'a brown and white dog standing next to a screen', 'a brown and white dog standing in front of a sign', 'a brown and white dog standing next to a green wall', 'a brown and white dog standing in front of a green wall']"
39061,"['a group of men standing next to each other', 'a group of people standing next to each other', 'a group of men standing next to each other wearing hats', 'a group of men standing next to each other on a field', 'a group of men standing next to each other in a field']"
16082,"['a woman sitting on top of a motorcycle next to a girl', 'a woman sitting on top of a motorcycle next to a child', 'a woman and a child sitting in a chair', 'a woman sitting on top of a motorcycle next to a young girl', 'a woman sitting on top of a motorcycle next to a little girl']"
6291,"['a pretty young lady sitting on a bed', 'a pretty young lady laying on a bed', 'a pretty young lady sitting on a white bed', 'a woman is sitting on a bed with a pillow', 'a woman is sitting on a bed with a blanket']"
5798,"['a group of young women standing next to each other', 'a group of beautiful women standing next to each other', 'a group of young women sitting next to each other', 'a group of women sitting next to each other', 'a group of young women standing next to each other on a floor']"
91853,"['a painting of a man wearing sunglasses and sunglasses', 'a painting of a dog wearing sunglasses and a hat', 'a painting of a man with sunglasses and a dog', 'a painting of a man wearing sunglasses and a dog', 'a painting of a dog wearing sunglasses sunglasses and a hat']"
14695,"['a young boy sitting on top of a white toilet', 'a young boy sitting on a toilet in a bathroom', 'a little boy that is sitting on a toilet', 'a little boy sitting on a toilet in a room', 'a little boy sitting on the floor in front of a window']"
72510,"['a woman in a bikini walking with a baby', 'a woman holding a child on the street', 'a woman in a bikini walking with a child', 'a woman holding a small child in a bikini', 'a woman in a bikini walking with a small child']"
24756,"['two men and a woman standing next to each other', 'a group of men standing next to each other', 'a group of men standing next to each other on a field', 'two men and a woman are standing next to each other', 'two men and a woman are standing together']"
62703,"['a collage of photos with flowers and pictures', 'a collage of photos with a vase with flowers', 'a collage of photos with a vase and flowers', 'a collage of photos with a vase of flowers', 'a collage of photos with a vase of flowers and pictures']"
8294,"['a cat standing on the door of a oven', 'a cat is standing on an oven door', 'a cat standing on the door of an oven', 'a cat standing on the door of a stove', 'a cat standing on an oven door while looking inside']"
25460,"['a man holding a baby in a bed', 'a man in a baseball cap holding a baby', 'a man in a baseball cap holding a small child', 'a man in a baseball cap holding a young child', 'a man in a baseball cap holding a young girl']"
14865,"['a couple of men standing next to each other', 'a couple of men sitting next to each other', 'a couple of men standing next to each other with hats on', 'a couple of men standing next to each other in a room', 'a couple of men sitting next to each other in a room']"
80976,"['a group of men standing next to each other', 'a group of military men standing next to each other', 'a group of men standing next to each other in front of flags', 'a group of men standing next to each other on a field', 'a group of men standing next to each other near a flag']"
5968,"['a young man wearing a hat and glasses', 'a little boy wearing a hat and sunglasses', 'a young boy wearing a baseball hat and sunglasses', 'a young boy wearing a hat and sunglasses', 'a young boy wearing a baseball hat and glasses']"
24018,"['a man riding a horse next to a woman', 'a man sitting on a horse next to a woman', 'a man riding a horse next to a stone wall', 'a man sitting on a horse next to a stone wall', 'a man sitting on the back of a horse next to a woman']"
73140,"['a couple of bears that are in the grass', 'a couple of bears that are sitting in the grass', 'a couple of bears that are sitting in the dirt', 'a couple of bears are sitting in the woods', 'a couple of bears that are sitting on a tree']"
96872,"['a couple of people that are dressed up', 'a man in a white dress standing next to a woman', 'a man standing next to a woman in a white dress', 'a man standing next to a woman wearing a hat', 'a couple of people that are dressed up in white']"
78015,"['a woman laying on the ground talking on a cell phone', 'a woman laying on the ground talking on a phone', 'a woman laying on the ground on a beach', 'a woman laying on the ground with a cell phone', 'a woman laying on the ground in front of a wall']"
9834,"['a group of three women laying next to each other', 'four young women are smiling for the camera', 'a group of four women laying next to each other', 'a group of four young women laying next to each other', 'a group of three women laying next to each other smiling']"
76038,"['a close up of a person wearing a shirt and tie', 'a close up of a person with a tie', 'a close up of a person with a shirt and tie', 'a close up of a person wearing a sweater and tie', 'a close up of a person wearing a red shirt and tie']"
36408,"['a woman laying in a bed in a room', 'a girl laying in a bed with a blanket', 'a girl laying in a bed with a window', 'a woman laying in a bed in a room with flowers', 'a little girl laying in a bed with a blanket']"
51493,"['a close up of a person holding a baby elephant', 'a close up of a person holding a small animal', 'a close up of a person holding a baby', 'a close up of a person holding a baby bear', 'a close up of a person holding a baby and a bat']"
41680,"['a man standing in front of a microphone', 'a black and white photo of a man in a suit', 'a man in a suit standing in a room', 'a man in a suit standing in front of a microphone', 'a man in a suit and tie standing in front of a microphone']"
2975,"['a close up of a plate of food with chips', 'a close up of a plate of food', 'a close up of a plate of food with a sandwich', 'a close up of a bowl of food', 'a close up of a plate of food with fries']"
42389,"['a colorful kite flying in the blue sky', 'a colorful kite flying in the sky', 'a colorful kite flying in a blue sky', 'a colorful kite is flying in the sky', 'a colorful rainbow colored kite flying in the sky']"
73154,"['a group of people sitting around a table', 'a group of people standing around a table', 'a group of people standing around a table with food', 'a group of people standing around a table with plates of food', 'a group of people sitting around a table together']"
60128,"['a man wearing a black hat and a black jacket', 'a man wearing a black hat standing in a parking lot', 'a man wearing a black hat standing in front of a car', 'a man wearing a black hat standing next to a parking lot', 'a man in a baseball uniform standing in the street']"
1529,"['a couple of people that are standing in the street', 'a couple of people that are in the street', 'a couple of women are standing on a stage', 'a couple of people that are standing on a sidewalk', 'a couple of people that are standing on the street']"
84537,"['a person in a jacket and hat on a street', 'a person in a jacket and hat standing near a wall', 'a person in a jacket and hat standing in front of a brick wall', 'a person in a jacket and hat standing on a sidewalk', 'a person in a jacket and hat standing next to a brick wall']"
9175,"['a bike sitting on top of a grass covered field', 'a bike sitting in the middle of a grass field', 'a bike sitting in the middle of a grassy field', 'a bike sitting on top of a lush green field', 'a bike sitting in the middle of a field']"
86320,"['a smiling man in a jacket and tie', 'a smiling man wearing a jacket and tie', 'a smiling man wearing a jacket with a beard', 'a man wearing a gray jacket and a gray jacket', 'a man wearing a gray jacket and a gray sweater']"
52617,"['a man is reading a book in a store', 'a man sitting at a table with a book', 'a man is reading a book in a bar', 'a man sitting at a table with a book in front of him', 'a man is reading a book in front of a sign']"
34592,"['a man with a beard is eating something', 'a man is eating a piece of food', 'a man is brushing his teeth with a toothbrush', 'a man is brushing his teeth in the bathroom', 'a man is brushing his teeth in the dark']"
24781,"['a man in a black shirt and tie', 'a man in a black shirt and black tie', 'a man wearing a black jacket and a black shirt', 'a man in a black jacket and black shirt', 'a man wearing a black jacket and a black jacket']"
81329,"['a close up of a person reading a book', 'a person is reading a book on a table', 'a person is reading a book in their hand', 'a person is reading a book on a book', 'a person is reading a book on the table']"
49237,"['a black and white photo of a man in a suit', 'a black and white photo of a man in a suit and tie', 'a black and white photo of a man and a woman', 'a black and white photo of a man and a man', 'a black and white photo of a man in a suit holding a coffee cup']"
59024,"['a man in a suit holding a pair of scissors', 'a man in a suit is holding a toothbrush', 'a man in a suit is holding a pair of scissors', 'a man in a white shirt is holding a toothbrush', 'a man wearing a white shirt and tie holding a toothbrush']"
17439,"['a white plate topped with different types of food', 'a close up of a plate of food with a sandwich', 'a close up of a plate of food on a table', 'a close up of a plate of food with broccoli', 'a close up of a plate of food with vegetables']"
95348,"['a woman that is holding a cellphone in her hand', 'a woman that is holding a cellphone up', 'a woman is holding up a cell phone', 'a woman that is holding a cellphone in her hands', 'a woman that is holding a cellphone in her right hand']"
6534,"['a close up of a person wearing a shirt and tie', 'a close up of a person wearing a shirt', 'a close up of a person wearing a suit and tie', 'a close up of a woman wearing a shirt and tie', 'a woman with long hair wearing a shirt and tie']"
40561,"['a baby sitting on top of a toilet seat', 'a baby sitting on top of a white toilet seat', 'a young boy is sitting on a toilet', 'a young boy is sitting in a toilet', 'a baby sitting on top of a toilet seat in a bathroom']"
32691,"['a painting of smoke coming from a fire hydrant', 'a view of a piece of food in the air', 'a view of a piece of food in a container', 'a view of a bunch of smoke coming out of a UNK', 'a view of a bunch of smoke coming out of a train']"
42376,"['a woman sitting on a toilet in a bathroom', 'a woman sitting on a toilet in the bathroom', 'a girl sitting on a toilet in a bathroom', 'a woman is sitting on a toilet in a bathroom', 'a young girl sitting on a toilet in a bathroom']"
32849,"['a young boy holding a red teddy bear', 'a young boy holding a red and white teddy bear', 'a young boy holding a stuffed animal in front of a crowd', 'a young boy holding a teddy bear in front of a crowd', 'a young boy holding a red teddy bear in front of a crowd']"
86452,"['a man wearing glasses a vest and a tie', 'a man wearing a green shirt and tie', 'a man in a green shirt and tie smiling', 'a man with glasses and a green shirt', 'a man wearing glasses a vest and a tie smiling']"
89761,"['closeup of a piece of bread that is on the ground', 'closeup of a piece of bread that is on a tray', 'closeup of a piece of bread that is on the floor', 'a closeup of a piece of food that is on a pan', 'closeup of a piece of bread that has been placed on a pan']"
52603,"['a man is smiling in front of a car', 'a man smiles as he stands in front of a car', 'a man is smiling in front of the camera', 'a man is smiling in front of some cars', 'a man smiles as he stands in front of some cars']"
5983,"['a woman sitting at a table with a plate of food', 'a woman sitting at a table with a plate of food in front of her', 'a woman is sitting at a table with a plate of food', 'a woman sitting at a table in front of a plate of food', 'a woman sitting at a table in front of a bowl of cereal']"
34586,"['a black and white picture of some white flowers', 'a black and white photo of a bunch of UNK', 'a black and white photo of a bunch of white flowers', 'a black and white photo of a UNK of UNK', 'a black and white photo of a UNK of UNK UNK']"
91648,"['a woman and a boy looking at each other', 'a woman and a boy looking at something', 'a woman and a child looking at each other', 'a woman and a boy are looking at something', 'a woman and a boy are looking at the camera']"
96127,"['a cat that is standing in the grass', 'an orange and white cat playing in the grass', 'an orange and white cat playing with a frisbee', 'an orange and white cat playing in a yard', 'an orange and white cat standing on top of a lush green field']"
35840,"['a woman standing in front of a box', 'a woman in a room with a box on the floor', 'a woman is holding a box with one hand', 'a woman is holding a box with one hand up', 'a woman standing in front of a box in a room']"
47568,"['a brick wall with a sign on it', 'a brick wall with a sign that says UNK', 'a brick wall with a sign that says UNK UNK', 'a rock wall with a sign that says UNK', 'a brick wall with a sign that says no UNK']"
19372,"['a man standing in front of a crowd of people', 'a man with a beard wearing a hat and glasses', 'a man with a beard wearing a hat and sunglasses', 'a man with a beard and glasses standing in front of signs', 'a man with a beard and glasses standing in front of a sign']"
84523,"['a woman standing in front of an elephant', 'a woman standing in front of an elephants trunk', 'a woman is standing in front of an elephant', 'a woman is standing next to an elephant', 'a woman standing next to an elephant with its trunk up']"
21835,"['a large teddy bear in front of a group of people', 'a large teddy bear in front of a crowd', 'a large teddy bear in front of a crowd of people', 'a large teddy bear in front of a large group of people', 'a large teddy bear in front of a group of men']"
92341,"['a teddy bear sitting on a tree branch', 'a small teddy bear sitting on a tree branch', 'a bear is sitting on a tree branch', 'a small teddy bear is sitting on a tree branch', 'a teddy bear is sitting on a tree branch']"
65087,"['a close up of a sign on a wall', 'a close up of a sign on a building', 'a close up of a sign that says do not enter', 'a close up of a sign that says do not walk', 'a close up of a sign that says do not stop']"
75294,"['a woman holding a baseball bat in front of a crowd', 'a woman holding a baseball bat in her hand', 'a woman is holding a baseball bat in front of a crowd', 'a woman holding a baseball bat in her hands', 'a woman is holding a baseball bat in her hand']"
76945,"['a collage of photos of a man eating food', 'a collage of photos of a man holding a drink', 'a collage of photos of a man in a suit', 'a black and white image of a man holding a drink', 'a collage of photos of a man in a black shirt']"
48673,"['a series of photographs showing a person holding a bat', 'a series of photographs showing a man holding a pair of scissors', 'a series of photographs showing a person holding a baseball bat', 'a series of photographs showing a person holding a pair of scissors', 'a series of photographs showing a man holding a pair of scissors in front of a']"
94718,"['a young man holding a cell phone up to his ear', 'a young boy holding a cell phone up to his ear', 'a young boy holding a cell phone to his ear', 'a young boy holding a cell phone in his hand', 'a young man holding a cell phone up to his face']"
58460,"['a man is laying down on a couch', 'a man laying on the floor with a beard', 'a man laying on the ground with a beard', 'a man laying on the floor with his head up', 'a man laying on a couch with his head turned']"
83264,"['a man sitting on a horse on the beach', 'a man in a suit and tie riding a horse', 'a black and white photo of a man on a horse', 'a black and white photo of a man with a horse', 'a black and white photo of a man with a horse on a beach']"
7164,"['a collage of an older woman and an older man', 'a collage of a man and a woman with glasses', 'a collage of a woman with glasses and a man', 'a collage of a woman with a man and a woman', 'a collage of a woman with a man and woman']"
85173,"['two men standing in front of a herd of sheep', 'two men standing in front of a large herd of sheep', 'a couple of men standing in front of a herd of sheep', 'a couple of men standing next to a herd of sheep', 'two men standing next to each other with a herd of sheep']"
46138,"['a man and a woman standing next to each other', 'a couple of people that are looking at something', 'a couple of people that are standing together', 'a man in a blue shirt and a woman', 'a couple of people that are looking at a cell phone']"
60841,"['a couple of men standing next to each other', 'a couple of men standing next to a lake', 'two men standing next to a body of water', 'a couple of men standing next to each other near a river', 'a couple of men standing next to each other near a lake']"
41657,"['a man wearing a suit and a tie', 'an image of a man in a suit and tie', 'an image of a man with a beard and tie', 'a man in a suit and tie holding his hands', 'an image of a man with a beard and tie on']"
8531,"['a close up of two sheep on a table', 'a close up of a sheep on a table', 'a close up of a sheep on a surface', 'a close up of an animal on a table', 'a close up of a sheep on a wooden surface']"
58306,"['a collage of pictures of a woman with a cellphone', 'a collage of photos including a woman and a flag', 'a collage of photos including a woman and a man', 'a collage of pictures of a woman with a man', 'a series of photographs showing a woman with a cell phone']"
32875,"['a man sitting on the ground with a soccer ball', 'a man sitting on a field with a soccer ball', 'a man sitting in the grass with a soccer ball', 'a man sitting on the grass with a soccer ball', 'a man sitting on a soccer field with a soccer ball']"
17405,"['a man holding a kite while standing in the water', 'a man standing on a lake holding a kite', 'a man standing in the water with a kite', 'a man standing on top of a lake holding a flag', 'a man standing on top of a lake holding a kite']"
85167,"['a cell phone sitting on top of a table', 'a cell phone sitting on top of a counter', 'a cell phone sitting on a table next to a UNK', 'a cell phone sitting on a table next to a camera', 'a cell phone sitting on a table next to a computer keyboard']"
58312,"['a man with his mouth wide open and wearing a hat', 'a man with his mouth wide open and wearing a UNK', 'a man with his mouth wide open and wearing a banana costume', 'a man with his mouth wide open and wearing a yellow shirt', 'a man with his mouth wide open is wearing a yellow and red']"
93705,"['a woman with sunglasses on looking into the water', 'a woman with sunglasses on looking out over the water', 'a woman with sunglasses on looking at the camera', 'a woman with sunglasses on looking out over a body of water', 'a woman with sunglasses on looking at the water']"
76951,"['a cow with its mouth open in the woods', 'a cow with its mouth open looking into the camera', 'a cow with its mouth open in the grass', 'a cow with its mouth open standing in the grass', 'a cow with its mouth open in front of trees']"
46892,"['a large group of chairs lined up in a row', 'a row of seats in front of a sign', 'a row of seats in front of a wall', 'a long row of seats in front of a sign', 'a row of seats in front of a sign that says UNK']"
21809,"['two men standing next to each other wearing suits', 'two men standing next to each other wearing suits and ties', 'a man in a suit and tie standing in front of a sign', 'two men standing next to each other in front of a sign', 'a man in a suit and tie standing next to another man']"
8243,"['a smiling young boy wearing a red and white hat', 'a young boy wearing a hat and a shirt', 'a young boy wearing a hat and a tie', 'a smiling young boy wearing a hat and a tie', 'a smiling young boy wearing a hat and a shirt']"
85601,"['a man in a hat sitting on a couch', 'a man sitting on a couch with his arms up', 'a man sitting on a couch with his hands up', 'a man sitting on top of a couch in a room', 'a man sitting on top of a couch in a living room']"
91674,"['a man with a beard and beard is smiling', 'a close up of a dog with a background', 'a man with a beard wearing a beard and a beard', 'a man with a beard and a beard in the grass', 'a man with a beard and a beard in a field']"
65093,"['a woman with an umbrella and a microphone', 'a woman wearing a UNK and holding an umbrella', 'a woman wearing an orange and white dress', 'a woman with an umbrella and a camera', 'a woman wearing a UNK and holding a cell phone']"
81467,"['a close up of a dog with its mouth open', 'a close up of a dog with its tongue out', 'a close up of a dog laying on the ground', 'a close up of a dog with its tongue hanging out', 'a close up of a dog laying on the ground with its mouth open']"
75280,"['a man wearing a hat and a jacket', 'a man wearing a hat and a backpack', 'a man in a jacket and hat is smiling', 'a man in a jacket and hat is smiling at the camera', 'a man in a jacket and hat standing next to a backpack']"
24971,"['a woman laying in bed with a little girl', 'a woman laying in bed next to a little girl', 'a woman laying in bed with a girl', 'a woman laying in bed next to a child', 'a woman laying in bed with a child']"
87016,"['a man standing on top of a lush green hillside', 'a man standing on top of a lush green hill', 'a man standing on top of a lush green mountain', 'a man standing on top of a grass covered hill', 'a person standing on a hill in the middle of a field']"
82156,"['a couple of people standing next to each other', 'a man and a woman standing in front of a doughnut', 'a man and a woman standing in front of a picture', 'a couple of people standing next to each other with a giant donut', 'a man and a woman are standing in front of a wall']"
16045,"['a red umbrella that is laying on the ground', 'a red umbrella sitting on top of a blanket', 'a red umbrella sitting on top of a piece of paper', 'a red umbrella that is laying on the floor', 'a red umbrella sitting on top of a piece of luggage']"
84527,"['a woman with long hair wearing a black jacket', 'a woman with long hair wearing a black shirt', 'a woman with long hair wearing a black shirt and tie', 'a woman with long hair wearing a gray shirt and tie', 'a woman with long hair wearing a black shirt and a tie']"
54276,"['a man is sitting with a bag of luggage', 'a man sitting on a bench holding a baseball bat', 'a man in a blue shirt holding a skateboard', 'a man sitting on a bench holding a baseball glove', 'a man in a blue shirt and hat holding a baseball glove']"
34582,"['a group of men standing next to each other', 'a group of men standing around each other', 'a group of men standing around each other with hats on', 'a group of men standing next to each other in a room', 'a group of men standing next to each other with hats on']"
